4.900400095357326791e+00,2.989364031532140142e-01
4.901200095337117091e+00,3.028782164029335533e-01
4.902000095316907391e+00,3.045523932387922961e-01
4.902800095296697691e+00,3.081995788081978160e-01
4.903600095276487991e+00,3.088623882725600178e-01
4.904400095256278291e+00,3.014367706877030817e-01
4.905200095236068591e+00,2.913905069688994542e-01
4.906000095215858892e+00,2.951582122267712438e-01
4.906800095195649192e+00,2.940779396809494739e-01
4.907600095175439492e+00,2.857250010937622542e-01
4.908400095155229792e+00,2.699786671819424111e-01
4.909200095135020092e+00,2.642175908973335985e-01
4.910000095114810392e+00,2.980903154188423998e-01
4.910800095094600692e+00,3.125841403671837382e-01
4.911600095074390993e+00,3.133358070561464426e-01
4.912400095054181293e+00,3.096270864592363670e-01
4.913200095033971593e+00,3.083606961380468969e-01
4.914000095013761893e+00,3.105283326707154457e-01
4.914800094993552193e+00,3.087697325337800391e-01
4.915600094973342493e+00,2.946987736810505742e-01
4.916400094953132793e+00,2.988659875512074682e-01
4.917200094932923093e+00,3.005989719973244378e-01
4.918000094912713394e+00,3.037994472878214336e-01
4.918800094892503694e+00,3.035229699848915330e-01
4.919600094872293994e+00,2.857950131174542552e-01
4.920400094852084294e+00,2.825325563291585240e-01
4.921200094831874594e+00,3.095420792431314294e-01
4.922000094811664894e+00,3.155616724103087467e-01
4.922800094791455194e+00,3.182126397685979824e-01
4.923600094771245494e+00,3.197010760677708174e-01
4.924400094751035795e+00,3.176334913144420180e-01
4.925200094730826095e+00,3.080856401478385131e-01
4.926000094710616395e+00,3.066660696361920291e-01
4.926800094690406695e+00,3.016440949472925515e-01
4.927600094670196995e+00,3.011470992279236536e-01
4.928400094649987295e+00,3.062089447372225992e-01
4.929200094629777595e+00,3.131683905099735266e-01
4.930000094609567896e+00,3.153280108932869918e-01
4.930800094589358196e+00,3.035902113333219243e-01
4.931600094569148496e+00,2.943186413140455593e-01
4.932400094548938796e+00,3.096402067339747988e-01
4.933200094528729096e+00,3.152934867670642016e-01
4.934000094508519396e+00,3.166805989877424232e-01
4.934800094488309696e+00,3.138718471338758920e-01
4.935600094468099996e+00,3.066088726033632805e-01
4.936400094447890297e+00,3.114745132120354532e-01
4.937200094427680597e+00,3.073049144382807851e-01
4.938000094407470897e+00,3.040581619792500079e-01
4.938800094387261197e+00,3.143494439826997611e-01
